au2_center_s,lag_from_base_frames,lag_from_base_ms,ncc
16.975,0.2663109274561896,0.007397525762671935,0.9241739492182688
17.0,0.2398769892198842,0.006663249700552339,0.9661888640933602
17.025,0.21324185223046557,0.005923384784179599,0.9748593132204773
17.05,0.1867701203601096,0.005188058898891933,0.9636135917245999
17.075,0.16325243617989194,0.004534789893885887,0.9675848120741097
17.1,0.16904343455413268,0.004695650959837019,0.9866464763479023
17.125,0.16335383210524795,0.004537606447367999,0.9880338557041329
17.15,0.2093348694191691,0.005814857483865808,0.9871848769903739
17.175,0.2310284287827414,0.00641745635507615,0.9704372902421496
17.2,0.22794203596499832,0.006331723221249953,0.9587681843508223
17.225,0.21362585688198515,0.005934051580055143,0.9749146985245288
17.25,-0.8335738537534041,-0.023154829270927893,0.9700824612470529
17.275,-1.5998839795556918,-0.04444122165432478,0.9685279055270531
17.3,0.054729803279013306,0.001520272313305925,0.9858932175763215
17.325,0.10754095661831745,0.0029872487949532626,0.9890064400432385
17.35,0.09184299493616002,0.002551194303782223,0.9853467151001445
17.375,0.09948029721357442,0.0027633415892659562,0.9846215007388416
17.4,0.22633345948972766,0.006287040541381324,0.9870367985575288
17.425,0.2532978912233481,0.007036052533981892,0.9784182132552026
17.45,0.24452358893254478,0.00679232191479291,0.9799007678906589
17.475,0.20810527854778502,0.005780702181882917,0.9833824713827004
17.5,0.17369626786790007,0.004824896329663891,0.9799306840267462
17.525,0.08940950171692295,0.0024835972699145266,0.9820508427554642
17.55,0.17087757902977396,0.004746599417493721,0.9721133387245728
17.575,0.18778422779186327,0.00521622854977398,0.9824753769086291
17.6,0.13647546830303228,0.0037909852306397852,0.9902291510277743
17.625,-0.29771652439887614,-0.008269903455524337,0.9844299145374706
17.65,-0.18481139163987,-0.005133649767774167,0.9841810974817831
17.675,0.010250373628225435,0.00028473260078403986,0.9900610390675275
17.7,0.11935450257665894,0.0033154028493516375,0.9910023483306897
17.725,0.1947785668589002,0.0054105157460805605,0.9913478509931909
17.75,0.09399439077144871,0.0026109552992069087,0.9847837777196572
17.775,0.2338754070563564,0.006496539084898789,0.9703155311706294
